item_id,developer,title,genres,price,release_year
615650,,,,0.0,
620470,Hunchback Studio,Gloom Official Soundtrack,"['Action', 'Adventure', 'Indie']",2.99,2017.0
615260,Team Shifty,Mr. Shifty OST,"['Action', 'Adventure', 'Indie']",4.99,2017.0
587610,"SmiteWorks USA, LLC",Fantasy Grounds - Mini-Dungeon #020: Sepulchre of the Witching Hour's Sage (PFRPG),"['Indie', 'RPG', 'Strategy']",2.99,2017.0
582540,SomaSim,Project Highrise: Las Vegas,"['Simulation', 'Strategy']",6.99,2017.0
592320,,,,5.99,
579270,"Stardock Entertainment,Oxide Games",Ashes of the Singularity: Escalation - Inception DLC,"['Indie', 'RPG', 'Simulation', 'Strategy']",2.99,2017.0
621140,,,,0.0,
499560,Salty Dog Digital,Fourtex Jugo,"['Casual', 'Indie', 'Strategy']",9.99,2017.0
623790,Magic Pixel Kft.,Zaccaria Pinball - Circus 2017 Table,"['Casual', 'Free to Play', 'Simulation', 'Sports']",2.99,2017.0
615150,Oneshark,Twist of Destiny,"['Adventure', 'Indie', 'RPG', 'Early Access']",8.99,2017.0
624660,,Free Enterprise,,2.99,1999.0
585360,Stereo7 Games,Steampunk Syndicate,"['Action', 'Casual', 'Indie', 'Strategy']",1.99,2017.0
566190,Jason Godbey,The Search,"['Adventure', 'Indie']",3.99,2017.0
619600,,,,0.0,
616050,,,,14.99,
587310,Torch60,Soma Spirits: Rebalance,"['Indie', 'RPG']",4.99,2017.0
600500,Koth Studo,LASER STRIKERS,"['Casual', 'Indie', 'Sports', 'Strategy']",4.99,2017.0
618661,"KADOKAWA,Yoji Ojima,PVGames",RPG Maker MV - Medieval Dungeons,"['Design &amp; Illustration', 'Web Publishing']",9.99,2017.0
618662,"KADOKAWA,Yoji Ojima,PVGames",RPG Maker MV - Medieval Bosses,"['Design &amp; Illustration', 'Web Publishing']",4.99,2017.0
618663,"KADOKAWA,Yoji Ojima",RPG Maker MV - Time Fantasy: Winter Tiles,"['Design &amp; Illustration', 'Web Publishing']",4.99,2017.0
618664,Murray Atkinson,RPG Maker MV - Spanish Guitar Strings,"['Design &amp; Illustration', 'Web Publishing']",13.99,2017.0
527380,Engage Pixel,Captain Kaon,"['Action', 'Indie']",6.99,2017.0
564210,Reward Hunters,Fishermurs,"['Action', 'Indie', 'Massively Multiplayer']",4.99,2017.0
622550,Eipix Entertainment,Final Cut: Encore Collector's Edition,"['Adventure', 'Casual']",9.99,2017.0
603250,Lucas Parise,My Own Little Planet,"['Action', 'Adventure', 'Casual', 'Indie', 'Strategy']",5.99,2017.0
624360,Lucas Parise,My own little planet - Official Soundtrack,['Indie'],1.99,2017.0
580950,YellowEgg game studios,Arcane Maelstrom,"['Action', 'Adventure', 'RPG']",6.99,2017.0
616240,Iceflake Studios,Premium Pool Arena,"['Casual', 'Sports']",1.99,2017.0
622130,Adam DeLease,Aesthetic Melody - Soundtrack,"['Action', 'Adventure', 'Indie']",2.99,2017.0
586750,Krin Juangbhanich,Sonny,"['Indie', 'RPG', 'Strategy']",7.99,2017.0
545980,"Beep Games, Inc.",Voodoo Vince: Remastered,"['Action', 'Adventure']",14.99,2017.0
569692,"KOEI TECMO GAMES CO., LTD.",Toukiden 2 - Mission Collection Set 4,['Action'],4.99,2017.0
607670,Miryn Innovation,Puzzle Guardians,"['Casual', 'Indie', 'RPG']",10.99,2017.0
619720,Windward_Birds,Witch of Ice Kingdom,"['Indie', 'RPG']",0.99,2014.0
568840,Olli-Samuli Lehmus,GunHero,"['Action', 'Indie']",7.99,2017.0
590200,Ubisoft - San Francisco,Rocksmith® 2014 Edition – Remastered – Bob Marley &amp; The Wailers Song Pack,"['Casual', 'Simulation']",11.99,2017.0
590195,Ubisoft - San Francisco,Rocksmith® 2014 Edition – Remastered – Bob Marley &amp; The Wailers - “Redemption Song”,"['Casual', 'Simulation']",2.99,2017.0
613960,,Sailor Moon R: The Movie,,4.99,1993.0
579950,Telltale Games,Marvel's Guardians of the Galaxy: The Telltale Series,['Adventure'],24.99,2017.0
228360,"Double Fine Productions,Shiny Shoe",Full Throttle Remastered,['Adventure'],14.99,2017.0
590198,Ubisoft - San Francisco,Rocksmith® 2014 Edition – Remastered – Bob Marley &amp; The Wailers - “Could You Be Loved”,"['Casual', 'Simulation']",2.99,2017.0
572050,Activision,Call to Power II,['Strategy'],5.99,2000.0
590199,Ubisoft - San Francisco,Rocksmith® 2014 Edition – Remastered – Bob Marley &amp; The Wailers - “Buffalo Soldier”,"['Casual', 'Simulation']",2.99,2017.0
585240,Activision,Return to Zork,['Adventure'],5.99,1993.0
569220,Activision,Spycraft: The Great Game,['Adventure'],5.99,1996.0
559680,Nihilistic Software,Vampire: The Masquerade - Redemption,['RPG'],5.99,2000.0
570580,Infocom,Zork Anthology,['Adventure'],5.99,1989.0
570680,Activision,Zork: Grand Inquisitor,['Adventure'],5.99,1997.0
597070,Ubisoft,Watch_Dogs® 2 - Retro Modernist Pack,"['Action', 'Adventure']",6.99,2017.0
597071,Ubisoft,Watch_Dogs® 2 - Glow_Pro Pack,"['Action', 'Adventure']",6.99,2017.0
532170,rologfos,WaveLand,"['Action', 'Adventure', 'Indie', 'Racing']",9.99,2017.0
592780,Galaxy Game Studio,Bang Bang Car,"['Casual', 'Indie', 'Racing', 'Sports', 'Early Access']",0.0,2017.0
621520,rologfos,WaveLand - Soundtrack,['Indie'],4.99,2017.0
592830,Milestone S.r.l.,Ride 2 Free Bikes Pack 6,"['Racing', 'Simulation', 'Sports']",0.0,2017.0
582578,PadLabs GmbH,X-Plane 11 - Add-on: Aerosoft - Airport Zurich V2,['Simulation'],29.99,2017.0
410900,EarthWork Games,Forts,"['Action', 'Strategy']",14.99,2017.0
612430,Lance Kettledas,Epic Mayhem,"['Action', 'Casual', 'Indie', 'Racing', 'Sports']",1.99,2017.0
624840,Phenomic,SpellForce 2 Soundtrack,"['Action', 'RPG']",4.99,2017.0
556223,First Class Simulations,FSX Steam Edition: Discover USA Add-On,['Simulation'],16.99,2017.0
609730,"SmiteWorks USA, LLC",Fantasy Grounds - Codex Infernus: The Savage Guide to Hell (Savage Worlds),"['Indie', 'RPG', 'Strategy']",11.99,2017.0
558110,The Young Socratics,Odyssey - The Next Generation Science Game,"['Adventure', 'Indie']",14.99,2017.0
614880,Sonera Game Studio,Battle for Enlor,['Strategy'],3.99,2017.0
605670,"SmiteWorks USA, LLC",Fantasy Grounds - B04 The Cave Beast Hoard (PFRPG),"['Indie', 'RPG', 'Strategy']",6.99,2017.0
621200,"SmiteWorks USA, LLC",Fantasy Grounds - Ddraig Goch's Tyranny 1 (Token Pack),"['Indie', 'RPG', 'Strategy']",5.99,2017.0
621180,"SmiteWorks USA, LLC",Fantasy Grounds - Ddraig Goch's Samhain Undead 1 (Token Pack),"['Indie', 'RPG', 'Strategy']",5.99,2017.0
584880,Kongroth,Pixel Sand,"['Adventure', 'Casual', 'Simulation']",4.99,2017.0
598940,JoyBits Ltd.,Doodle Mafia,"['Casual', 'Indie', 'Simulation']",5.99,2017.0
607200,AlternativaPlatform,Tanki X,"['Action', 'Free to Play', 'Massively Multiplayer', 'Early Access']",0.0,2017.0
263720,Angry Mob Games,Brawlout,"['Action', 'Casual', 'Indie', 'Early Access']",19.99,2017.0
533480,"Black Chicken Studios, inc.",Academagia: The Making of Mages,"['Adventure', 'Indie', 'RPG', 'Simulation', 'Strategy']",15.99,2010.0
544300,OUTBOUNDS,Memory of a Broken Dimension,"['Adventure', 'Indie', 'Simulation']",0.0,2017.0
556850,Nuclear,Handy Dice,"['Utilities', 'Early Access']",2.99,2017.0
563560,Reactive Drop Team,Alien Swarm: Reactive Drop,"['Action', 'Free to Play']",0.0,2017.0
459220,"Ensemble Studios,Behaviour Interactive,343 Industries",Halo Wars: Definitive Edition,['Strategy'],19.99,2017.0
582400,,Alien Swarm: Reactive Drop Dedicated Server,,0.0,2017.0
612840,,,,7.99,
607040,Warfare Studios,Grimoire Chronicles,"['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",3.99,2017.0
619940,David OReilly,Everything OST,"['Casual', 'Indie', 'RPG', 'Simulation']",6.99,2017.0
546350,,,,14.99,
623270,The Game Creators,AppGameKit - GameGuru Loader,"['Animation &amp; Modeling', 'Design &amp; Illustration', 'Education', 'Software Training', 'Utilities', 'Web Publishing']",39.99,2017.0
620710,Onur Vural and Leigh Christian,TankBlitz,"['Action', 'Adventure', 'Indie']",7.99,2017.0
623460,ERS G Studios,Haunted Legends: The Bronze Horseman Collector's Edition,"['Adventure', 'Casual']",9.99,2017.0
534560,Create Something Interesting,Ramify,"['Casual', 'Indie']",2.99,2017.0
574890,,,,19.99,
590560,,,,13.99,
615610,Nickervision Studios,Orbt XL,"['Action', 'Casual', 'Indie']",0.99,2017.0
464530,"2D Heroes,Ursa Games",猫肉「Cat Meat」,"['Casual', 'Indie']",0.99,2017.0
627680,,Death Note,,1.99,2007.0
587970,Ethan Waite,Dead Drop,"['Action', 'Casual', 'Indie', 'Strategy']",5.99,2017.0
628750,Blender Games,aMAZE 2,"['Casual', 'Indie']",0.99,2017.0
582110,,,,7.99,
628980,"SmiteWorks USA, LLC",Fantasy Grounds - Winged Fiends (Token Pack),"['Indie', 'RPG', 'Strategy']",4.99,2017.0
629490,"SmiteWorks USA, LLC",Fantasy Grounds - Animals (Token Pack),"['Indie', 'RPG', 'Strategy']",4.99,2017.0
628310,"SmiteWorks USA, LLC",Fantasy Grounds - No Legged Fiends (Token Pack),"['Indie', 'RPG', 'Strategy']",0.0,2017.0
626240,"SmiteWorks USA, LLC",Fantasy Grounds - Four-Legged Fiends (Token Pack),"['Indie', 'RPG', 'Strategy']",4.99,2017.0
626740,"SmiteWorks USA, LLC",Fantasy Grounds - Two-Legged Fiends (Token Pack),"['Indie', 'RPG', 'Strategy']",4.99,2017.0
625450,"SmiteWorks USA, LLC",Fantasy Grounds - Many-Legged Fiends (Token Pack),"['Indie', 'RPG', 'Strategy']",4.99,2017.0
625060,"SmiteWorks USA, LLC",Fantasy Grounds - Elves (Token Pack),"['Indie', 'RPG', 'Strategy']",4.99,2017.0
624110,"SmiteWorks USA, LLC",Fantasy Grounds - More Monsters 4 (Token Pack),"['Indie', 'RPG', 'Strategy']",4.99,2017.0
624540,"SmiteWorks USA, LLC",Fantasy Grounds - More Monsters 3 (Token Pack),"['Indie', 'RPG', 'Strategy']",4.99,2017.0
622520,"SmiteWorks USA, LLC",Fantasy Grounds - Pulp Gear Toolkit (Savage Worlds),"['Indie', 'RPG', 'Strategy']",4.99,2017.0
622070,"SmiteWorks USA, LLC",Fantasy Grounds - Fantasy Bestiary Toolkit (Savage Worlds),"['Indie', 'RPG', 'Strategy']",4.99,2017.0
621110,"SmiteWorks USA, LLC",Fantasy Grounds - Setting: Necessary Evil (Savage Worlds),"['Indie', 'RPG', 'Strategy']",9.99,2017.0
623560,"SmiteWorks USA, LLC",Fantasy Grounds - Evernight (Savage Worlds),"['Indie', 'RPG', 'Strategy']",9.99,2017.0
620730,"SmiteWorks USA, LLC",Fantasy Grounds - I1 Into the Unknown: Vakhund (Castles &amp; Crusades),"['Indie', 'RPG', 'Strategy']",3.99,2017.0
604800,"SmiteWorks USA, LLC",Fantasy Grounds - Hellfrost: The Fey Tower and Deadly Glade (Savage Worlds),"['Indie', 'RPG', 'Strategy']",4.99,2017.0
497570,Nordcurrent,Building the Great Wall of China 2,"['Casual', 'Strategy']",0.0,2017.0
564830,Nordcurrent,Building the Great Wall of China 2 - Collector's Edition,"['Casual', 'Strategy']",6.99,2017.0
592420,Lightbulb Crew,"Games of Glory - ""Byorn Pack""","['Action', 'Strategy']",3.99,2017.0
620090,"SmiteWorks USA, LLC",Fantasy Grounds - Daring Tales of Adventure #02 - Web of the Spider Cult (Savage Worlds),"['Indie', 'RPG', 'Strategy']",5.99,2017.0
508402,"QLOC,DIMPS",DRAGON BALL XENOVERSE 2 - DB Super Pack 3,"['Action', 'Adventure', 'Casual', 'Massively Multiplayer']",7.99,2017.0
615670,Rat King Entertainment,SOLITUNE,"['Adventure', 'Casual', 'Indie']",1.99,2016.0
624550,Wisdom Tree,Spiritual Warfare &amp; Wisdom Tree Collection,"['Action', 'Adventure', 'RPG']",7.99,2017.0
604190,"Mokylin Tech. Co.,Ltd",Storm Riders,"['Action', 'Free to Play', 'Massively Multiplayer', 'RPG']",0.0,2017.0
389230,Thirsten Studios,Fish or Die,"['Casual', 'Indie', 'Sports', 'Strategy']",5.99,2016.0
573831,"Ubisoft Paris,Ubisoft Annecy,Ubisoft Bucharest,Ubisoft Montpellier,Ubisoft Milan,Reflections",Tom Clancy's Ghost Recon® Wildlands - Narco Road,"['Action', 'Adventure']",14.99,2017.0
574050,"Square Enix,KOEI TECMO GAMES CO., LTD.",DRAGON QUEST HEROES™ II,"['Action', 'RPG']",59.99,2017.0
597076,Ubisoft,Watch_Dogs® 2 - Mega Pack,"['Action', 'Adventure']",19.99,2017.0
552920,Orbcreation,Sailaway - The Sailing Simulator,"['Indie', 'Simulation', 'Early Access']",39.99,2017.0
579110,,,,4.99,
564950,ShaunTWilliams,Starfighter Origins,['Simulation'],19.99,2017.0
608470,,One-Punch Man,,2.99,2015.0
590201,Ubisoft - San Francisco,Rocksmith® 2014 Edition – Remastered – Royal Blood Song Pack,"['Casual', 'Simulation']",7.99,2017.0
629630,Faux-Operative Games,Ruin of the Reckless - Collectors Edition Art Pack,"['Action', 'Adventure', 'Indie', 'RPG']",2.99,2017.0
629620,Faux-Operative Games,Ruin of the Reckless - Soundtrack,"['Action', 'Adventure', 'Indie', 'RPG', 'Strategy']",4.99,2017.0
606950,Phobetor,Army General,['Strategy'],19.99,2017.0
415590,Holospark,Earthfall,"['Action', 'Early Access']",14.99,2017.0
626780,Boomzap Entertainment,Botanica: Into the Unknown Collector's Edition,"['Adventure', 'Casual']",0.0,2017.0
578340,Holospark,Earthfall Soundtrack,['Action'],4.99,2017.0
436070,Jajaben Games,Nadia Was Here,"['Adventure', 'Indie', 'RPG', 'Strategy']",11.99,2017.0
561548,Ronimo Games,Admiral Swiggins - Awesomenauts Character,"['Action', 'Indie', 'Strategy']",3.99,2017.0
561547,Ronimo Games,Ayla - Awesomenauts Character,"['Action', 'Indie', 'Strategy']",5.99,2017.0
561555,Ronimo Games,Chucho Krokk - Awesomenauts Character,"['Action', 'Indie', 'Strategy']",5.99,2017.0
561535,Ronimo Games,Clunk - Awesomenauts Character,"['Action', 'Indie', 'Strategy']",4.99,2017.0
561537,Ronimo Games,Coco Nebulon - Awesomenauts Character,"['Action', 'Indie', 'Strategy']",2.99,2017.0
561558,Ronimo Games,Deadlift - Awesomenauts Character,"['Action', 'Indie', 'Strategy']",5.99,2017.0
561536,Ronimo Games,Derpl Zork - Awesomenauts Character,"['Action', 'Indie', 'Strategy']",4.99,2017.0
561530,Ronimo Games,Froggy G - Awesomenauts Character,"['Action', 'Free to Play', 'Indie', 'Strategy']",1.99,2017.0
561554,Ronimo Games,Professor M. Yoolip - Awesomenauts Character,"['Action', 'Indie', 'Strategy']",5.99,2017.0
561539,Ronimo Games,Raelynn - Awesomenauts Character,"['Action', 'Indie', 'Strategy']",5.99,2017.0
561543,Ronimo Games,Genji the Pollen Prophet - Awesomenauts Character,"['Action', 'Indie', 'Strategy']",3.99,2017.0
561545,Ronimo Games,Rocco - Awesomenauts Character,"['Action', 'Indie', 'Strategy']",1.99,2017.0
561544,Ronimo Games,Sentry X-58 - Awesomenauts Character,"['Action', 'Indie', 'Strategy']",4.99,2017.0
561552,Ronimo Games,Scoop of Justice - Awesomenauts Character,"['Action', 'Indie', 'Strategy']",1.99,2017.0
561531,Ronimo Games,Sheriff Lonestar - Awesomenauts Character,"['Action', 'Free to Play', 'Indie', 'Strategy']",1.99,2017.0
561541,Ronimo Games,Vinnie and Spike - Awesomenauts Character,"['Action', 'Indie', 'Strategy']",2.99,2017.0
561540,Ronimo Games,Skølldir - Awesomenauts Character,"['Action', 'Indie', 'Strategy']",3.99,2017.0
561532,Ronimo Games,Voltar the Omniscient - Awesomenauts Character,"['Action', 'Indie', 'Strategy']",4.99,2017.0
561550,Ronimo Games,Skree - Awesomenauts Character,"['Action', 'Indie', 'Strategy']",4.99,2017.0
561534,Ronimo Games,Yuri - Awesomenauts Character,"['Action', 'Indie', 'Strategy']",4.99,2017.0
605954,Ronimo Games,Blue Medusa - Awesomenauts Droppod,"['Action', 'Indie', 'Strategy']",7.99,2017.0
605958,Ronimo Games,Dark Weaver - Awesomenauts Droppod,"['Action', 'Indie', 'Strategy']",13.99,2017.0
605956,Ronimo Games,Gorgos Embryo - Awesomenauts Droppod,"['Action', 'Indie', 'Strategy']",2.99,2017.0
605959,Ronimo Games,Hellion T-50 - Awesomenauts Droppod,"['Action', 'Indie', 'Strategy']",2.99,2017.0
605955,Ronimo Games,Leviathan - Awesomenauts Droppod,"['Action', 'Indie', 'Strategy']",9.99,2017.0
398916,League of Geeks,Armello - The Bandit Clan,"['Adventure', 'Indie', 'RPG', 'Strategy']",9.99,2017.0
605960,Ronimo Games,Kosmos DAK Wraith - Awesomenauts Droppod,"['Action', 'Indie', 'Strategy']",5.99,2017.0
605953,Ronimo Games,Nautilon Pod - Awesomenauts Droppod,"['Action', 'Indie', 'Strategy']",5.99,2017.0
605961,Ronimo Games,Mikolev's Spectre - Awesomenauts Droppod,"['Action', 'Indie', 'Strategy']",11.99,2017.0
446030,Encircle Games,Corroded,"['Action', 'Indie', 'Early Access']",12.99,2017.0
594890,,Yu-Gi-Oh! ARC-V,,2.99,2016.0
605957,Ronimo Games,Plague Needle - Awesomenauts Droppod,"['Action', 'Indie', 'Strategy']",4.99,2017.0
629930,Giant Sparrow,What Remains of Edith Finch - Soundtrack,"['Adventure', 'Indie']",4.99,2017.0
418060,OneManTeam,Battle Riders,"['Action', 'Casual', 'Indie', 'Racing', 'Simulation']",4.99,2017.0
586770,Elmwood Game Studios,MEGALOMANIAC,"['Adventure', 'Casual', 'Simulation', 'Strategy']",0.99,2017.0
480770,"XINESS Co,. Ltd.",Dreamals,"['Action', 'Casual', 'Indie']",4.99,2017.0
628680,Cradle Games,Hellpoint Demo,"['Action', 'Adventure', 'Free to Play', 'Indie', 'RPG']",0.0,2017.0
567030,Circus Atos,Under Leaves,"['Casual', 'Indie']",4.99,2017.0
613330,,,,4.99,
505330,Punch Punk Games,Apocalipsis,"['Adventure', 'Indie']",0.0,2018.0
618840,WRGenesis,Samhain World,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Early Access']",2.99,2017.0
622450,Expansive Worlds,theHunter™: Call of the Wild - Tents &amp; Ground Blinds,"['Adventure', 'Simulation', 'Sports']",3.99,2017.0
616000,Super God,Riptale,"['Action', 'Adventure', 'Indie']",5.99,2017.0
336300,Sergio &amp; Simon,Hearthlands,"['Indie', 'Simulation', 'Strategy']",19.99,2017.0
618950,Mango Protocol,Agatha Knife,"['Adventure', 'Indie']",11.99,2017.0
428200,Ejoy Games,Attack Heroes,"['Adventure', 'Indie', 'RPG', 'Strategy']",9.99,2017.0
626500,,,,9.99,
424840,Tarsier Studios,Little Nightmares,['Adventure'],19.99,2017.0
486830,Ejoy Games,Attack heroes - Soundtrack,"['Adventure', 'Indie', 'RPG', 'Strategy']",0.0,2017.0
601710,Tarsier Studios,Little Nightmares – Original Soundtrack,['Adventure'],4.99,2017.0
509510,,,,0.0,
628610,Ebullience Games,AIRIS,"['Casual', 'Free to Play', 'Indie', 'Simulation']",0.0,2017.0
528260,,,,12.99,
369700,Arcanity Inc,Tanzia,"['Action', 'Adventure', 'Indie', 'RPG', 'Early Access']",14.99,2017.0
624900,,,,9.99,
592300,onebraverobot,Slowdrive,"['Indie', 'Racing']",5.99,2017.0
628960,,,,0.99,
627310,stage-nana,Narcissu 10th Anniversary Soundtrack,"['Casual', 'Indie']",9.99,2017.0
562290,"LunarCore Games,Challudym",Knights of Galiveth,"['Action', 'Indie', 'RPG']",3.99,2017.0
631320,Quiet River,Zup! Zero - DLC,"['Casual', 'Indie']",0.0,2017.0
582810,"Nikita Markin,Artem Basko",Awesome Metal Detecting,"['Action', 'Indie', 'Massively Multiplayer', 'Simulation']",9.99,2017.0
630780,Peak Angle Team,Peak Angle: Europe Country Road Track,"['Massively Multiplayer', 'Racing', 'Simulation', 'Sports']",0.0,2017.0
624720,,Arnez J: Racially Motivated,,3.99,2017.0
624700,,Bill Hicks: One Night Stand,,2.99,2017.0
624670,,Gina Yashere: Laughing to America,,3.99,2014.0
624730,,Gallagher: The Bookkeeper,,2.99,2017.0
624790,,Richard Jeni: Platypus Man,,2.99,2017.0
624810,,That Guy Who Was In That Thing,,3.99,2012.0
629110,Blue Tea Games,Dark Parables: Ballad of Rapunzel Collector's Edition,"['Adventure', 'Casual']",9.99,2017.0
457890,"Benedict Fritz,Greg Wohlwend,Joel Corelitz,David Laskey,Jenna Blazevich",TumbleSeed,"['Action', 'Adventure', 'Indie']",14.99,2017.0
625490,,Mickey Cucchiella: Short Stories,,3.99,2013.0
580150,Alexey Glinskiy,Xbird,"['Action', 'Casual', 'Indie', 'Massively Multiplayer']",0.99,2017.0
581380,"pheenix93,KtSmag",Clockwise,"['Adventure', 'Indie']",1.99,2017.0
615770,HeR Interactive,Nancy Drew®: Message in a Haunted Mansion,['Adventure'],9.99,2000.0
486670,Individual Software,Easy French™ Platinum,['Education'],29.99,2017.0
628420,DIGITAL MISTAKE,NGHTMN,"['Adventure', 'Casual', 'Indie']",0.99,2017.0
608830,Triple Rush Games,Project:surviving,"['Adventure', 'Casual', 'Indie', 'Simulation']",1.99,2017.0
604200,woolfie_games,Night of Terror,"['Adventure', 'Indie', 'RPG']",1.99,2017.0
607230,game 'o clock studios,ClockwiZZZe,"['Casual', 'Indie']",3.99,2017.0
509610,Digital Fusion Inc.,Beachhead 2000,"['Action', 'Casual', 'Simulation']",2.99,2000.0
608480,,K - The Complete Series,,2.99,2012.0
600350,,,,3.99,
614770,Digital Fusion Inc.,Beachhead: DESERT WAR,"['Action', 'Casual']",1.99,2003.0
632320,FeelThere,Tower!2011:SE - Seattle [KSEA] Airport,"['Indie', 'Simulation']",9.99,2017.0
630480,FeelThere,Tower!2011:SE - Chicago [KORD] Airport,"['Indie', 'Simulation']",9.99,2017.0
632310,FeelThere,Tower!2011:SE - Frankfurt [EDDF] Airport DLC,"['Indie', 'Simulation']",9.99,2017.0
632370,FeelThere,Tower!2011:SE - New Orleans [KMSY] Airport,"['Indie', 'Simulation']",9.99,2017.0
632340,FeelThere,Phoenix [KPHX] airport for Tower!3D Pro,"['Indie', 'Simulation']",9.99,2017.0
614810,Sliverbroom Studios,Heavy Bleakness,"['Action', 'Strategy']",9.99,2017.0
631250,Playtinum,Double Clue: Solitaire Stories,['Casual'],6.99,2017.0
456410,Not Magic,Pertinence Soundtrack,"['Action', 'Adventure', 'Indie']",0.0,2017.0
592840,Milestone S.r.l.,Ride 2 Free Bikes Pack 7,"['Racing', 'Simulation', 'Sports']",0.0,2017.0
614004,FunnerFlight,X-Plane 11 - Add-on: Aerosoft - Airport John F. Kennedy International,['Simulation'],17.99,2017.0
500241,Just Trains,Train Simulator: BR Standard Class 6 ‘Clan Class’ Steam Loco Add-On,['Simulation'],19.99,2017.0
562375,Dovetail Games,Train Simulator: London Transport Heritage Collection,['Simulation'],19.99,2017.0
556210,Just Flight,FSX Steam Edition: Beechcraft® Duchess 76 Add-On,['Simulation'],16.99,2017.0
500235,Carenado,FSX Steam Edition: Cessna 182 Skylane RG II Add-On,['Simulation'],19.99,2017.0
523130,MAGIX Software GmbH,MAGIX Fastcut Plus 2017 Steam Edition,['Video Production'],49.99,2017.0
427570,Grey Wolf Entertainment,Dawn of Andromeda,"['Indie', 'Strategy']",29.99,2017.0
602816,Chris Bell - Creative Design Studios,FSX Steam Edition: Night Environment: Dubai Add-On,['Simulation'],18.99,2017.0
534680,Rawkins Games,Dolphin Up,"['Action', 'Casual', 'Indie', 'Sports']",2.99,2017.0
597040,Screen 7,Dumbass Drivers!,"['Indie', 'Racing']",1.99,2017.0
571470,Joint Custody,Sceal OST,"['Adventure', 'Casual', 'Indie']",0.99,2017.0
629470,My Owl Software,Apple Jack 2 - OST,"['Action', 'Indie']",2.99,2017.0
527070,Stardock Entertainment,Galactic Civilizations III: Crusade Expansion Pack,"['Indie', 'Strategy']",19.99,2017.0
601890,"Daniel Ritchie - Squirreldome.com,Philip Staiger - TheBest3D.com",PD Howler 11,"['Animation &amp; Modeling', 'Design &amp; Illustration', 'Education', 'Photo Editing', 'Software Training', 'Video Production']",49.99,2017.0
616280,Panoramik Inc,Mighty Party: Back to Transylvania Pack,"['Action', 'Adventure', 'Free to Play', 'Massively Multiplayer', 'RPG', 'Strategy']",9.99,2017.0
448201,Matrix Trains,TS Marketplace: BR Hawksworth Coach Pack 01 Add-On,['Simulation'],4.99,2017.0
623860,"UniqueGames,Greencode",Handball Manager - TEAM,"['Simulation', 'Sports', 'Strategy']",19.99,2017.0
448202,Matrix Trains,TS Marketplace: BR Hawksworth Coach Pack 02 Add-On,['Simulation'],4.99,2017.0
530020,Rain Games,World to the West,"['Action', 'Adventure', 'Indie', 'RPG']",19.99,2017.0
625990,Choice of Games,Welcome to Moreytown,"['Adventure', 'Indie', 'RPG']",4.99,2017.0
633490,,,,2.99,
589370,,Fur Fun,"['Action', 'Adventure', 'Casual', 'Indie']",14.99,2017.0
420180,"Umberto Parisi (rmonic79),Amedeo Vasaturo (meovas)",Chronicle of Innsmouth,['Adventure'],12.99,2017.0
508330,Graham Dodge,GALER: Plague of Heroes,['RPG'],3.99,2017.0
614910,Paleno Games,#monstercakes,"['Casual', 'Indie']",0.99,2017.0
619350,Feline Fuelled Games,Sandra and Woo in the Cursed Adventure,"['Adventure', 'Indie']",16.99,2017.0
627470,Feline Fuelled Games,Sandra and Woo in the Cursed Adventure - Game Guide,"['Adventure', 'Indie']",0.0,2017.0
627500,Feline Fuelled Games,Sandra and Woo in the Cursed Adventure - Poser Pack Upgrade,"['Adventure', 'Indie']",3.99,2017.0
563860,Marshlight Software,The Edgelands,"['Adventure', 'Indie']",6.99,2017.0
605550,Giants Software,Farming Simulator 17 - Big Bud Pack,['Simulation'],14.99,2017.0
570480,"ARC SYSTEM WORKS Co., Ltd.,TOYBOX Inc.",Birthdays the Beginning / バースデイズ・ザ・ビギニング - Digital Art Book / デジタル・アートブック,['Simulation'],2.99,2017.0
570481,"ARC SYSTEM WORKS Co., Ltd.,TOYBOX Inc.",Birthdays the Beginning / バースデイズ・ザ・ビギニング - Digital Soundtrack / デジタル・サウンドトラック,['Simulation'],4.99,2017.0
525700,"Arc System Works,TOYBOX Inc.",Birthdays the Beginning / バースデイズ・ザ・ビギニング,['Simulation'],39.99,2017.0
590211,Ubisoft - San Francisco,Rocksmith® 2014 Edition – Remastered – Sheryl Crow Song Pack,"['Casual', 'Simulation']",7.99,2017.0
590213,Ubisoft - San Francisco,Rocksmith® 2014 Edition – Remastered – Sheryl Crow - “Soak Up the Sun”,"['Casual', 'Simulation']",2.99,2017.0
590212,Ubisoft - San Francisco,Rocksmith® 2014 Edition – Remastered – Sheryl Crow - “If It Makes You Happy”,"['Casual', 'Simulation']",2.99,2017.0
590214,Ubisoft - San Francisco,Rocksmith® 2014 Edition – Remastered – Sheryl Crow - “My Favorite Mistake”,"['Casual', 'Simulation']",2.99,2017.0
607760,,,,9.99,
591930,Thomas ZIGHEM,Genesia Legacy: Ultimate Domain,"['Indie', 'Strategy', 'Early Access']",19.99,2017.0
509620,Well Bred Rhino,Last Stitch Goodnight,"['Action', 'Adventure', 'Indie']",9.99,2017.0
632060,Well Bred Rhino,Last Stitch Goodnight Official Soundtrack,"['Action', 'Adventure', 'Indie']",4.99,2017.0
